"stableDegree";"stablePartners";"K-Core";"TentativeSIC";"acronym";"activityType";"barPower";"betwCentrality";"birthDate";"call";"city";"commDate";"country";"ecContribution";"ecMaxContribution";"endDate";"endOfParticipation";"fundingScheme";"intimacy";"manager";"moneyTogether";"myMoney";"name";"numPartners";"numProjects";"objective";"orgId";"organizationUrl";"postCode";"programme";"projectNode";"projectUrl";"projectsTogether";"rcn";"relationshipValue";"role";"shortName";"startDate";"status";"street";"topics";"totMoney";"totalCost";"wBarPower";"weightedBarPower"
2;1;0;;;"PRC";0;0;0;;"MAIRENA DEL ALJARAFE - SEVILLA";0;"ES";0;0;;false;;0;false;0;0;"WIND INERTIA TECHNOLOGIES S.L";23;3;;"975224421";;;;false;;0;;0;;"WINDINERTIA";;;"PARQUE EMPRESARIAL CALLE INNOVACION 6-8";;1.50697e+06;0;0;0.0352111
10;5;0;;;"HES";0;16.4702;0;;"HUDDERSFIELD";0;"UK";0;0;;false;;0;false;0;0;"THE UNIVERSITY OF HUDDERSFIELD";88;10;;"999452208";;;;false;;0;;0;;"IRR";;;"Queensgate";;2.04013e+06;0;0;-0.00476492
8;4;0;;;"PRC";0;3136;0;;"ZAVENTEM";0;"BE";0;0;;false;;0;false;0;0;"SPACE APPLICATIONS SERVICES NV";24;6;;"999757467";;;;false;;0;;0;;"SAS";;;"Leuvensesteenweg 325";;5.85151e+06;0;0;0.0863771
4;2;0;;;"REC";0;0;0;;"TARRAGONA";0;"ES";0;0;;false;;0;false;0;0;"FUNDACIO PRIVADA INSTITUT CATALA D'INVESTIGACIO QUIMICA";36;17;;"999548044";;;;false;;0;;0;;"ICIQ";;;"AVENIDA PAISSOS CATALANS 16";;7.73296e+06;0;0;-0.00241668
280;140;0;;;"HES";0;54621.7;0;;"STOCKHOLM";0;"SE";0;0;;false;;0;false;0;0;"KUNGLIGA TEKNISKA HOEGSKOLAN";764;103;;"999990946";;;;false;;0;;0;;"KTH";;;"BRINELLVAGEN 8";;5.21139e+07;0;0;0.000215211
50;25;0;;;"REC";0;3268.15;0;;"AMSTERDAM";0;"NL";0;0;;false;;0;false;0;0;"STICHTING HET NEDERLANDS KANKER INSTITUUT-ANTONI VAN LEEUWENHOEK ZIEKENHUIS";176;20;;"999984738";;;;false;;0;;0;;"NKI";;;"PLESMANLAAN 121";;1.05871e+07;0;0;-0.0100239
26;13;0;;;"HES";0;450.853;0;;"BATH";0;"UK";0;0;;false;;0;false;0;0;"UNIVERSITY OF BATH";194;33;;"999842924";;;;false;;0;;0;;"UBAH";;;"CLAVERTON DOWN";;2.22617e+07;0;0;0.0472337
2;1;0;;;"PRC";0;0;0;;"MACCLESFIELD";0;"UK";0;0;;false;;0;false;0;0;"G.M.S. GLOBAL MARITIME SERVICES LIMITED";8;3;;"965868480";;;;false;;0;;0;;"GMS";;;"HIBEL ROAD  12";;1.40227e+06;0;0;0.097057
2;1;0;;;"PRC";0;0;0;;"MUNCHEN";0;"DE";0;0;;false;;0;false;0;0;"INNOROUTE GMBH";22;3;;"983002463";;;;false;;0;;0;;"INNOROUTE";;;"MARSSTRASSE 14 A";;1.12625e+06;0;0;0.00396545
14;7;0;;;"REC";0;0;0;;"WARSZAWA";0;"PL";0;0;;false;;0;false;0;0;"INSTYTUT BIOLOGII DOSWIADCZALNEJ IM. M. NENCKIEGO POLSKIEJ AKADEMII NAUK";49;7;;"999489359";;;;false;;0;;0;;"NENCKI";;;"UL. LUDWIKA PASTEURA 3";;4.59598e+06;0;0;-0.0157332
150;75;0;;;"HES";0;11211.9;0;;"DUBLIN";0;"IE";0;0;;false;;0;false;0;0;"THE PROVOST, FELLOWS, FOUNDATION SCHOLARS & THE OTHER MEMBERS OF BOARD OF THE COLLEGE OF THE HOLY & UNDIVIDED TRINITY OF QUEEN ELIZABETH NEAR DUBLIN";531;81;;"999845446";;;;false;;0;;0;;"TCD";;;"College Green";;5.7895e+07;0;0;0.00342544
36;18;0;;;"HES";0;988.934;0;;"DUNDEE";0;"UK";0;0;;false;;0;false;0;0;"UNIVERSITY OF DUNDEE";166;28;;"999975523";;;;false;;0;;0;;"UNIVDUN";;;"Nethergate";;1.4336e+07;0;0;0.00921835
2;1;0;;;"PRC";0;0;0;;"VANTAA";0;"FI";0;0;;false;;0;false;0;0;"ELCOGEN OY";7;3;;"953668596";;;;false;;0;;0;;"ELCOGEN OY";;;"NIITTYVILLANKUJA 4";;1.40644e+06;0;0;0.000852215
2;1;0;;;"HES";0;0;0;;"Mainz";0;"DE";0;0;;false;;0;false;0;0;"UNIVERSITAETSMEDIZIN DER JOHANNES GUTENBERG-UNIVERSITAET MAINZ";26;4;;"994850722";;;;false;;0;;0;;"UMC";;;"Langenbeckstrasse  1";;742498;0;0;-0.0563272
2;1;0;;;"PRC";0;0;0;;"PARIS";0;"FR";0;0;;false;;0;false;0;0;"GMI AERO SAS";13;4;;"997697769";;;;false;;0;;0;;"GMI";;;"Rue Buffault 9";;1.9595e+06;0;0;0.0117545
82;41;0;;;"HES";0;11667.7;0;;"TUEBINGEN";0;"DE";0;0;;false;;0;false;0;0;"EBERHARD KARLS UNIVERSITAET TUEBINGEN";238;36;;"999991916";;;;false;;0;;0;;"EKUT";;;"GESCHWISTER-SCHOLL-PLATZ";;2.28139e+07;0;0;0.0178259
280;140;0;;;"HES";0;51992.7;0;;"GOETEBORG";0;"SE";0;0;;false;;0;false;0;0;"CHALMERS TEKNISKA HOEGSKOLA AB";815;81;;"999980373";;;;false;;0;;0;;"CHALMERS";;;"-";;4.53599e+07;0;0;0.0219694
26;13;0;;;"REC";0;66.8533;0;;"CASTELLDEFELS";0;"ES";0;0;;false;;0;false;0;0;"CENTRE TECNOLOGIC DE TELECOMUNICACIONS DE CATALUNYA";103;11;;"999638739";;;;false;;0;;0;;"IG";;;"PARC MEDITERRANI DE TECNOLOGIA, AVINGUDA CARL FRIEDRICH GAUSS 7";;4.33549e+06;0;0;0.00442063
220;110;0;;;"HES";0;26714.3;0;;"LEEDS";0;"UK";0;0;;false;;0;false;0;0;"UNIVERSITY OF LEEDS";543;82;;"999975426";;;;false;;0;;0;;"UNIVLEEDS";;;"WOODHOUSE LANE";;3.80767e+07;0;0;0.0190249
110;55;0;;;"HES";0;5431.1;0;;"CARDIFF";0;"UK";0;0;;false;;0;false;0;0;"CARDIFF UNIVERSITY";333;49;;"999979694";;;;false;;0;;0;;"CF";;;"NEWPORT ROAD 30-36";;2.44517e+07;0;0;-0.00929359
74;37;0;;;"HES";0;6712.24;0;;"ODENSE M";0;"DK";0;0;;false;;0;false;0;0;"SYDDANSK UNIVERSITET";281;34;;"999904616";;;;false;;0;;0;;"SDU";;;"CAMPUSVEJ 55";;1.8175e+07;0;0;0.0108003
18;9;0;;;"HES";0;3.37039;0;;"BIRMINGHAM";0;"UK";0;0;;false;;0;false;0;0;"ASTON UNIVERSITY";181;45;;"999896953";;;;false;;0;;0;;"ASTON U";;;"ASTON TRIANGLE";;1.50363e+07;0;0;-0.00334863
18;9;0;;;"REC";0;127.417;0;;"PARIS";0;"FR";0;0;;false;;0;false;0;0;"INSTITUT CURIE";91;26;;"999896759";;;;false;;0;;0;;"INSTITUT CURIE";;;"rue d'Ulm 26";;1.71655e+07;0;0;0.0129832
42;21;0;;;"HES";0;3332.81;0;;"VILLEURBANNE CEDEX";0;"FR";0;0;;false;;0;false;0;0;"UNIVERSITE LYON 1 CLAUDE BERNARD";224;25;;"999902579";;;;false;;0;;0;;"UCBL";;;"BOULEVARD DU 11 NOVEMBRE 1918 NUM43";;1.54707e+07;0;0;0.00341136
8;4;0;;;"HES";0;6041.21;0;;"BRIGHTON";0;"UK";0;0;;false;;0;false;0;0;"UNIVERSITY OF BRIGHTON";91;11;;"999860481";;;;false;;0;;0;;"UOB";;;"Lewes Road,  Mithras House";;3.43245e+06;0;0;0.00965772
16;8;0;;;"REC";0;3144.23;0;;"LONDON";0;"UK";0;0;;false;;0;false;0;0;"THE FRANCIS CRICK INSTITUTE LIMITED";41;23;;"936426070";;;;false;;0;;0;;"CRICK";;;"215 Euston Road, Gibbs Building";;1.61917e+07;0;0;-0.0157178
140;70;0;;;"REC";0;7867.53;0;;"SWINDON";0;"UK";0;0;;false;;0;false;0;0;"MEDICAL RESEARCH COUNCIL";271;37;;"999990170";;;;false;;0;;0;;"MRC";;;"NORTH STAR AVENUE POLARIS HOUSE 2 FLOOR DAVID PHILLIPS BUILDING";;1.75742e+07;0;0;-0.0091101
186;93;0;;;"HES";0;11059.2;0;;"GLASGOW";0;"UK";0;0;;false;;0;false;0;0;"UNIVERSITY OF GLASGOW";464;83;;"999974165";;;;false;;0;;0;;"UNIVERSITY OF GLASGOW";;;"UNIVERSITY AVENUE";;4.54862e+07;0;0;-0.00142952
2;1;0;;;"HES";0;0;0;;"HATFIELD";0;"UK";0;0;;false;;0;false;0;0;"THE UNIVERSITY OF HERTFORDSHIRE HIGHER EDUCATION CORPORATION";38;9;;"999911115";;;;false;;0;;0;;"UH";;;"COLLEGE LANE";;3.36377e+06;0;0;-0.0358773
24;12;0;;;"HES";0;23.1796;0;;"TRIESTE";0;"IT";0;0;;false;;0;false;0;0;"SCUOLA INTERNAZIONALE SUPERIORE DI STUDI AVANZATI DI TRIESTE";176;13;;"999850878";;;;false;;0;;0;;"SISSA";;;"VIA BONOMEA   265";;8.66369e+06;0;0;-0.00533861
64;32;0;;;"HES";0;256.939;0;;"BORDEAUX";0;"FR";0;0;;false;;0;false;0;0;"UNIVERSITE DE BORDEAUX";223;26;;"949735440";;;;false;;0;;0;;"UB";;;"PLACE PEY BERLAND 35";;1.29875e+07;0;0;-0.00164735
328;164;0;;;"HES";0;63780.2;0;;"AARHUS C";0;"DK";0;0;;false;;0;false;0;0;"AARHUS UNIVERSITET";803;105;;"999997736";;;;false;;0;;0;;"AU";;;"NORDRE RINGGADE 1";;5.19759e+07;0;0;0.0032705
256;128;0;;;"REC";0;13319.9;0;;"HEIDELBERG";0;"DE";0;0;;false;;0;false;0;0;"EUROPEAN MOLECULAR BIOLOGY LABORATORY";434;60;;"999988230";;;;false;;0;;0;;"EMBL";;;"Meyerhofstrasse  1";;5.29093e+07;0;0;0.0428347
58;29;0;;;"HES";0;12957.9;0;;"COLERAINE";0;"UK";0;0;;false;;0;false;0;0;"UNIVERSITY OF ULSTER";292;28;;"999885313";;;;false;;0;;0;;"ULster";;;"CROMORE ROAD";;1.01452e+07;0;0;0.0235409
12;6;0;;;"HES";0;31.6128;0;;"ROTTERDAM";0;"NL";0;0;;false;;0;false;0;0;"ERASMUS UNIVERSITEIT ROTTERDAM";203;23;;"999839335";;;;false;;0;;0;;"EUR";;;"BURGEMEESTER OUDLAAN  50";;1.32809e+07;0;0;0.00492189
4;2;0;;;"HES";0;0;0;;"PAU";0;"FR";0;0;;false;;0;false;0;0;"UNIVERSITE DE PAU ET DES PAYS DE L'ADOUR";61;6;;"999849811";;;;false;;0;;0;;"UPPA";;;"Avenue de l'Universite";;1.30416e+06;0;0;0.00120263
8;4;0;;;"REC";0;1;0;;"Barcelona";0;"ES";0;0;;false;;0;false;0;0;"Centre for International Information and Documentation in Barcelona";33;4;;"999793939";;;;false;;0;;0;;"CIDOB";;;"c/ Elisabets  12";;1.04923e+06;0;0;0.0456542
58;29;0;;;"HES";0;370.064;0;;"ST ANDREWS";0;"UK";0;0;;false;;0;false;0;0;"THE UNIVERSITY COURT OF THE UNIVERSITY OF ST ANDREWS";183;35;;"999984253";;;;false;;0;;0;;"USTAN";;;"NORTH STREET 66 COLLEGE GATE";;1.96924e+07;0;0;0.0031566
4;2;0;;;"REC";0;0;0;;"BERLIN";0;"DE";0;0;;false;;0;false;0;0;"MAX-DELBRUCK-CENTRUM FUR MOLEKULARE MEDIZIN IN DER HELMHOLTZ-GEMEINSCHAFT";62;13;;"999990461";;;;false;;0;;0;;"MDC";;;"ROBERT ROSSLE STRASSE 10";;1.13259e+07;0;0;0.00219466
18;9;0;;;"HES";0;9353.64;0;;"LEICESTER";0;"UK";0;0;;false;;0;false;0;0;"DE MONTFORT UNIVERSITY";178;12;;"999847968";;;;false;;0;;0;;"DMU";;;"THE GATEWAY 12 THE NEWARKE";;4.36802e+06;0;0;0.00517825
16;8;0;;;"PRC";0;3142.71;0;;"BARCELONA";0;"ES";0;0;;false;;0;false;0;0;"STARLAB BARCELONA SL";141;8;;"999773666";;;;false;;0;;0;;"STARLAB";;;"AVENIDA TIBIDABO 47 BIS";;1.85964e+06;0;0;-0.0135447
344;172;0;;;"HES";0;45267.7;0;;"HELSINGIN YLIOPISTO";0;"FI";0;0;;false;;0;false;0;0;"HELSINGIN YLIOPISTO";659;90;;"999994535";;;;false;;0;;0;;"UH";;;"FABIANINKATU 33";;4.74406e+07;0;0;-0.00348364
80;40;0;;;"REC";0;3755.39;0;;"GENOVA";0;"IT";0;0;;false;;0;false;0;0;"FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA";272;35;;"999596447";;;;false;;0;;0;;"IIT";;;"VIA MOREGO 30";;2.4364e+07;0;0;0.0330279
68;34;0;;;"HES";0;3671.97;0;;"GOETEBORG";0;"SE";0;0;;false;;0;false;0;0;"GOETEBORGS UNIVERSITET";283;44;;"999981925";;;;false;;0;;0;;"UGOT";;;"VASAPARKEN";;1.81146e+07;0;0;-0.00397342
16;8;0;;;"HES";0;9422.34;0;;"WROCLAW";0;"PL";0;0;;false;;0;false;0;0;"POLITECHNIKA WROCLAWSKA";50;10;;"999845931";;;;false;;0;;0;;"PWR";;;"WYBRZEZE WYSPIANSKIEGO 27";;2.10486e+06;0;0;-0.0281033
8;4;0;;;"REC";0;0;0;;"NORWICH";0;"UK";0;0;;false;;0;false;0;0;"INSTITUTE OF FOOD RESEARCH";35;3;;"999456185";;;;false;;0;;0;;"IFR";;;"Norwich Research Park, Colney";;1.31054e+06;0;0;0.0541029
22;11;0;;;"HES";0;2020.1;0;;"NORWICH";0;"UK";0;0;;false;;0;false;0;0;"UNIVERSITY OF EAST ANGLIA";109;26;;"999985611";;;;false;;0;;0;;"UEA";;;"EARLHAM ROAD";;1.11937e+07;0;0;-0.0153886
22;11;0;;;"REC";0;25.0457;0;;"POTSDAM";0;"DE";0;0;;false;;0;false;0;0;"POTSDAM INSTITUT FUER KLIMAFOLGENFORSCHUNG";98;8;;"999464042";;;;false;;0;;0;;"PIK";;;"Telegrafenberg  31";;3.54607e+06;0;0;0.0193936
4;2;0;;;"HES";0;1.05837;0;;"RENNES CEDEX";0;"FR";0;0;;false;;0;false;0;0;"UNIVERSITE DE RENNES I";84;15;;"999858541";;;;false;;0;;0;;"UR1";;;"RUE DU THABOR 2";;8.52723e+06;0;0;-0.0105336
78;39;0;;;"HES";0;2712.84;0;;"UTRECHT";0;"NL";0;0;;false;;0;false;0;0;"UNIVERSITAIR MEDISCH CENTRUM UTRECHT";205;37;;"999915189";;;;false;;0;;0;;"UMCU";;;"HEIDELBERGLAAN 100";;2.28594e+07;0;0;0.0230911
424;212;0;;;"HES";0;89298.4;0;;"LONDON";0;"UK";0;0;;false;;0;false;0;0;"IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE";986;187;;"999993468";;;;false;;0;;0;;"IMPERIAL";;;"SOUTH KENSINGTON CAMPUS EXHIBITION ROAD";;1.18183e+08;0;0;0.0258982
22;11;0;;;"HES";0;1908.15;0;;"BRISTOL";0;"UK";0;0;;false;;0;false;0;0;"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL";217;12;;"999839432";;;;false;;0;;0;;"UWE";;;"Frenchay Campus, Coldharbour Lane";;5.16405e+06;0;0;0.00639263
26;13;0;;;"HES";0;2750.96;0;;"SANTIAGO DE COMPOSTELA";0;"ES";0;0;;false;;0;false;0;0;"UNIVERSIDAD DE SANTIAGO DE COMPOSTELA";263;24;;"999829635";;;;false;;0;;0;;"USC";;;"COLEXIO DE SAN XEROME PRAZA DO OBRADOIRO S/N";;8.60073e+06;0;0;-0.0141006
16;8;0;;;"HES";0;57.994;0;;"KRAKOW";0;"PL";0;0;;false;;0;false;0;0;"UNIWERSYTET JAGIELLONSKI";144;14;;"999642716";;;;false;;0;;0;;"UNIWERSYTET JAGIELLONSKI";;;"Ul. Golebia  24";;2.07312e+06;0;0;-0.0437349
24;12;0;;;"HES";0;63.8392;0;;"HANNOVER";0;"DE";0;0;;false;;0;false;0;0;"MEDIZINISCHE HOCHSCHULE HANNOVER";115;12;;"999878426";;;;false;;0;;0;;"MHH";;;"Carl-Neuberg-Strasse  1";;8.04484e+06;0;0;0.00774847
98;49;0;;;"HES";0;10437.8;0;;"BERLIN";0;"DE";0;0;;false;;0;false;0;0;"TECHNISCHE UNIVERSITAET BERLIN";339;56;;"999986678";;;;false;;0;;0;;"TUB";;;"STRASSE DES 17 JUNI 135";;2.87419e+07;0;0;0.00978998
98;49;0;;;"HES";0;1982.43;0;;"LONDON";0;"UK";0;0;;false;;0;false;0;0;"QUEEN MARY UNIVERSITY OF LONDON";418;59;;"999847677";;;;false;;0;;0;;"QMUL";;;"327 MILE END ROAD";;2.59396e+07;0;0;0.0107415
110;55;0;;;"HES";0;5444.85;0;;"FRANKFURT AM MAIN";0;"DE";0;0;;false;;0;false;0;0;"JOHANN WOLFGANG GOETHE UNIVERSITAET FRANKFURT AM MAIN";311;37;;"999978724";;;;false;;0;;0;;"GU";;;"THEODOR W ADORNO PLATZ 1";;1.96188e+07;0;0;0.00303711
4;2;0;;;"HES";0;0;0;;"GLASGOW";0;"UK";0;0;;false;;0;false;0;0;"THE GLASGOW CALEDONIAN UNIVERSITY";28;3;;"999902482";;;;false;;0;;0;;"GCU";;;"Cowcaddens Road, City Campus 70";;522205;0;0;0.0145511
38;19;0;;;"HES";0;343.424;0;;"EDINBURGH";0;"UK";0;0;;false;;0;false;0;0;"HERIOT-WATT UNIVERSITY";185;26;;"999853400";;;;false;;0;;0;;"HWU";;;"Riccarton";;1.50292e+07;0;0;0.0246814
26;13;0;;;"HES";0;47.3516;0;;"HEIDELBERG";0;"DE";0;0;;false;;0;false;0;0;"UNIVERSITAETSKLINIKUM HEIDELBERG";126;14;;"999841081";;;;false;;0;;0;;"UKL-HD";;;"IM NEUENHEIMER FELD 672";;1.04408e+07;0;0;0.0733946
72;36;0;;;"HES";0;8013;0;;"AMSTERDAM";0;"NL";0;0;;false;;0;false;0;0;"Academisch Medisch Centrum bij de Universiteit van Amsterdam";217;31;;"998732274";;;;false;;0;;0;;"AMC";;;"MEIBERGDREEF 9";;2.55183e+07;0;0;0.013537
22;11;0;;;"HES";0;1.39729;0;;"PARIS CEDEX 05";0;"FR";0;0;;false;;0;false;0;0;"ECOLE NORMALE SUPERIEURE";141;12;;"999854758";;;;false;;0;;0;;"ENS";;;"45, RUE D'ULM";;7.5731e+06;0;0;-0.00598836
166;83;0;;;"HES";0;29129.9;0;;"MAASTRICHT";0;"NL";0;0;;false;;0;false;0;0;"UNIVERSITEIT MAASTRICHT";434;66;;"999975911";;;;false;;0;;0;;"UM";;;"Minderbroedersberg 4-6";;3.50232e+07;0;0;0.00559853
6;3;0;;;"HES";0;33.2286;0;;"COVENTRY";0;"UK";0;0;;false;;0;false;0;0;"COVENTRY UNIVERSITY";94;12;;"999612161";;;;false;;0;;0;;"COVUNI";;;"PRIORY STREET";;3.47573e+06;0;0;0.0178408
54;27;0;;;"HES";0;1530.17;0;;"KUOPIO";0;"FI";0;0;;false;;0;false;0;0;"ITA-SUOMEN YLIOPISTO";287;25;;"991207984";;;;false;;0;;0;;"UEF";;;"YLIOPISTONRANTA 1 E";;1.44457e+07;0;0;-0.00422695
2;1;0;;;"REC";0;0;0;;"LONDON";0;"UK";0;0;;false;;0;false;0;0;"CANCER RESEARCH UK";1;4;;"999494888";;;;false;;0;;0;;"CRUK";;;"ST JOHN STREET 407 ANGEL BUILDING";;183455;0;0;-0.377011
6;3;0;;;"HES";0;3170.01;0;;"SWANSEA";0;"UK";0;0;;false;;0;false;0;0;"SWANSEA UNIVERSITY";104;13;;"999862033";;;;false;;0;;0;;"SU";;;"SINGLETON PARK";;4.0985e+06;0;0;0.0393242
20;10;0;;;"REC";0;38.6352;0;;"MADRID";0;"ES";0;0;;false;;0;false;0;0;"FUNDACION IMDEA NANOCIENCIA";178;6;;"996586343";;;;false;;0;;0;;"IMDEA";;;"CIUDAD UNIVERSITARIA DE CANTOBLANCO - CALLE FARADAY 9";;3.832e+06;0;0;0.00478137
86;43;0;;;"HES";0;12560.8;0;;"ABERDEEN";0;"UK";0;0;;false;;0;false;0;0;"THE UNIVERSITY COURT OF THE UNIVERSITY OF ABERDEEN";391;34;;"999929448";;;;false;;0;;0;;"UNIABDN";;;"KING'S COLLEGE REGENT WALK";;1.15707e+07;0;0;0.00226015
10;5;0;;;"PUB";0;12.7345;0;;"LONDON";0;"UK";0;0;;false;;0;false;0;0;"NATURAL HISTORY MUSEUM";83;9;;"999642037";;;;false;;0;;0;;"NHM";;;"CROMWELL ROAD";;2.70994e+06;0;0;-0.00174943
164;82;0;;;"HES";0;21003.3;0;;"WIEN";0;"AT";0;0;;false;;0;false;0;0;"UNIVERSITAT WIEN";285;55;;"999866883";;;;false;;0;;0;;"UVIENNA";;;"UNIVERSITATSRING 1";;2.94823e+07;0;0;-0.00939861
34;17;0;;;"REC";0;3257.34;0;;"ZWIJNAARDE - GENT";0;"BE";0;0;;false;;0;false;0;0;"VIB";135;35;;"999651931";;;;false;;0;;0;;"VIB";;;"Rijvisschestraat 120";;2.46508e+07;0;0;-0.00292792
168;84;0;;;"HES";0;9103.74;0;;"MUENCHEN";0;"DE";0;0;;false;;0;false;0;0;"LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN";400;83;;"999978433";;;;false;;0;;0;;"LMU";;;"GESCHWISTER SCHOLL PLATZ  1";;5.72362e+07;0;0;-0.00820226
40;20;0;;;"HES";0;291.398;0;;"LEIOA";0;"ES";0;0;;false;;0;false;0;0;"UNIVERSIDAD DEL PAIS VASCO/ EUSKAL HERRIKO UNIBERTSITATEA";266;37;;"999865234";;;;false;;0;;0;;"UPV/EHU";;;"BARRIO SARRIENA S N";;1.17556e+07;0;0;-0.02679
20;10;0;;;"HES";0;0;0;;"BESANCON";0;"FR";0;0;;false;;0;false;0;0;"UNIVERSITE DE FRANCHE-COMTE";30;7;;"999863100";;;;false;;0;;0;;"UFC";;;"1 RUE CLAUDE GOUDIMEL";;1.44232e+06;0;0;-0.0333839
418;209;0;;;"REC";0;78153;0;;"SWINDON WILTSHIRE";0;"UK";0;0;;false;;0;false;0;0;"NATURAL ENVIRONMENT RESEARCH COUNCIL";667;55;;"999989200";;;;false;;0;;0;;"NERC";;;"Polaris House, North Star Avenue";;2.88243e+07;0;0;0.0316836
114;57;0;;;"HES";0;3161.22;0;;"BRUXELLES";0;"BE";0;0;;false;;0;false;0;0;"UNIVERSITE LIBRE DE BRUXELLES";425;36;;"999986290";;;;false;;0;;0;;"ULB";;;"Avenue Franklin Roosevelt 50";;1.96592e+07;0;0;-0.00649305
32;16;0;;;"HES";0;173.566;0;;"LISBOA";0;"PT";0;0;;false;;0;false;0;0;"Instituto Superior de Agronomia";134;12;;"998463002";;;;false;;0;;0;;"ISA";;;"TAPADA DA AJUDA";;2.81493e+06;0;0;0.00877546
60;30;0;;;"HES";0;2352.59;0;;"ANKARA";0;"TR";0;0;;false;;0;false;0;0;"MIDDLE EAST TECHNICAL UNIVERSITY";202;15;;"999643492";;;;false;;0;;0;;"METU";;;"DUMLUPINAR BULVARI 1";;4.11779e+06;0;0;-0.0129166
58;29;0;;;"HES";0;398.672;0;;"MADRID";0;"ES";0;0;;false;;0;false;0;0;"UNIVERSIDAD AUTONOMA DE MADRID";222;20;;"999861354";;;;false;;0;;0;;"UAM";;;"CALLE EINSTEIN 3 CIUDAD UNIV CANTOBLANCO RECTORADO";;1.23754e+07;0;0;0.00447921
4;2;0;;;"REC";0;0;0;;"BARCELONA";0;"ES";0;0;;false;;0;false;0;0;"FUNDACIO INSTITUT DE BIOENGINYERIA DE CATALUNYA";131;10;;"999528450";;;;false;;0;;0;;"IBEC";;;"CARRER BALDIRI REIXAC PLANTA 2A 10-12";;1.0144e+07;0;0;0.0040966
162;81;0;;;"HES";0;10943.4;0;;"PADOVA";0;"IT";0;0;;false;;0;false;0;0;"UNIVERSITA DEGLI STUDI DI PADOVA";573;60;;"999995602";;;;false;;0;;0;;"UNIPD";;;"VIA 8 FEBBRAIO 2";;2.25523e+07;0;0;-0.00379797
14;7;0;;;"HES";0;117.366;0;;"PARIS";0;"FR";0;0;;false;;0;false;0;0;"OBSERVATOIRE DE PARIS";87;10;;"999623122";;;;false;;0;;0;;"OBSPARIS";;;"AVENUE DE L OBSERVATOIRE 61";;5.24945e+06;0;0;0.022883
10;5;0;;;"HES";0;143.736;0;;"GIRONA";0;"ES";0;0;;false;;0;false;0;0;"UNIVERSITAT DE GIRONA";83;15;;"999895983";;;;false;;0;;0;;"UdG";;;"PLACA SANT DOMENEC 3";;4.63241e+06;0;0;-0.0095964
136;68;0;;;"REC";0;2647.94;0;;"AMSTERDAM";0;"NL";0;0;;false;;0;false;0;0;"KONINKLIJKE NEDERLANDSE AKADEMIE VAN WETENSCHAPPEN - KNAW";326;35;;"999518362";;;;false;;0;;0;;"KNAW";;;"KLOVENIERSBURGWAL 29 HET TRIPPENHUIS";;2.52325e+07;0;0;0.00847612
2;1;0;;;"HES";0;0;0;;"LINCOLN";0;"UK";0;0;;false;;0;false;0;0;"UNIVERSITY OF LINCOLN";37;8;;"999882694";;;;false;;0;;0;;"UoL";;;"Brayford Pool";;3.32956e+06;0;0;0.0301124
156;78;0;;;"HES";0;21861.1;0;;"NOTTINGHAM";0;"UK";0;0;;false;;0;false;0;0;"THE UNIVERSITY OF NOTTINGHAM";550;77;;"999976978";;;;false;;0;;0;;"UNOTT";;;"University Park";;3.20107e+07;0;0;0.00216854
206;103;0;;;"HES";0;8102.9;0;;"BARCELONA";0;"ES";0;0;;false;;0;false;0;0;"UNIVERSITAT DE BARCELONA";507;71;;"999986387";;;;false;;0;;0;;"UB";;;"GRAN VIA DE LES CORTS CATALANES 585";;2.43971e+07;0;0;-0.00152745
82;41;0;;;"REC";0;2152.52;0;;"BERLIN";0;"DE";0;0;;false;;0;false;0;0;"FORSCHUNGSVERBUND BERLIN EV";243;28;;"999927120";;;;false;;0;;0;;"FVB-IGB";;;"RUDOWER CHAUSSEE 17";;1.63516e+07;0;0;0.0193697
6;3;0;;;"HES";0;15.2292;0;;"CANTERBURY, KENT";0;"UK";0;0;;false;;0;false;0;0;"UNIVERSITY OF KENT";80;17;;"999841275";;;;false;;0;;0;;"UNIVERSITY OF KENT";;;"THE REGISTRY CANTERBURY";;8.15275e+06;0;0;0.00699157
144;72;0;;;"HES";0;11308.9;0;;"BRISTOL";0;"UK";0;0;;false;;0;false;0;0;"UNIVERSITY OF BRISTOL";474;100;;"999974262";;;;false;;0;;0;;"UNIBRI";;;"TYNDALL AVENUE SENATE HOUSE";;6.05339e+07;0;0;0.00498272
98;49;0;;;"HES";0;6560.74;0;;"ANTWERPEN";0;"BE";0;0;;false;;0;false;0;0;"UNIVERSITEIT ANTWERPEN";277;35;;"999902870";;;;false;;0;;0;;"UA";;;"PRINSSTRAAT 13";;1.49526e+07;0;0;0.0038562
22;11;0;;;"HES";0;48.5334;0;;"ORSAY CEDEX";0;"FR";0;0;;false;;0;false;0;0;"UNIVERSITE PARIS-SUD";100;25;;"999907235";;;;false;;0;;0;;"UPSud";;;"RUE GEORGES CLEMENCEAU 15";;1.28953e+07;0;0;0.00662421
