"K-Core","TentativeSIC","acronym","activityType","barPower","betwCentrality","birthDate","call","city","commDate","country","ecContribution","ecMaxContribution","endDate","endOfParticipation","fundingScheme","intimacy","manager","moneyTogether","myMoney","name","numPartners","numProjects","objective","orgId","organizationUrl","postCode","programme","projectNode","projectUrl","projectsTogether","rcn","relationshipValue","role","shortName","startDate","status","street","topics","totMoney","totalCost","wBarPower","weightedBarPower"
90,,,"PRC",0,0,0,,"FERRARA",0,"IT",0,0,,false,,0,false,0,0,"METEOROLOGICAL AND ENVIRONMENTAL EARTH OBSERVATION SRL",61,3,,"972294439",,,,false,,0,,0,,"MEEO",,,"VIALE VOLANO 195A IN2",,1.00146e+06,0,0,-0.0105031
74,,,"HES",0,0,0,,"CANBERRA",0,"AU",0,0,,false,,0,false,0,0,"THE AUSTRALIAN NATIONAL UNIVERSITY",57,4,,"999849132",,,,false,,0,,0,,"ANU",,,"LIVERSIDGE STREET 1 BUILDING 67C",,0,0,0,-0.0579836
296,,,"REC",0,514111,0,,"PARIS",0,"FR",0,0,,false,,0,false,0,0,"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS",1774,496,,"999997930",,,,false,,0,,0,,"CNRS",,,"RUE MICHEL ANGE 3",,3.54979e+08,0,0,0.0162385
0,,,"PRC",0,0,0,,"CORDOBA",0,"ES",0,0,,false,,0,false,0,0,"CANVAX BIOTECH SL",0,1,,"948751569",,,,false,,0,,0,,"CANVAX BIOTECH",,,"POLIG TECNOCORDOBA CL 14 E PARC 47 PLANTA 2",,50000,0,0,0
0,,,"PRC",0,0,0,,"ZARAGOZA",0,"ES",0,0,,false,,0,false,0,0,"ZEULAB SL",0,1,,"973030184",,,,false,,0,,0,,"ZEU",,,"CALLE BARI 25 DUPLICADO POLIGONO INDUSTRIAL PLAZA PLATAFORMA LOGISTICA DE ZARAGOZA",,50000,0,0,0
0,,,"PRC",0,0,0,,"BATH",0,"UK",0,0,,false,,0,false,0,0,"INDUSTRIAL PHYCOLOGY LIMITED",0,2,,"939139742",,,,false,,0,,0,,"IPHYC",,,"LENNOX HOUSE 3 PEIRREPONT STREET",,1.51929e+06,0,0,0
38,,,"PUB",0,0,0,,"COIMBRA",0,"PT",0,0,,false,,0,false,0,0,"COMISSAO DE COORDENACAO E DESENVOLVIMENTO REGIONAL DO CENTRO",27,3,,"955664468",,,,false,,0,,0,,"CENTRO",,,"RUA BERNADIM RIBEIRO 80",,200266,0,0,-0.046781
168,,,"HES",0,26706.6,0,,"NEWCASTLE UPON TYNE",0,"UK",0,0,,false,,0,false,0,0,"UNIVERSITY OF NEWCASTLE UPON TYNE",519,77,,"999985417",,,,false,,0,,0,,"UNEW",,,"KINGS GATE",,3.50179e+07,0,0,0.0225312
30,,,"REC",0,0,0,,"COIMBRA",0,"PT",0,0,,false,,0,false,0,0,"INSTITUTO PEDRO NUNES ASSOCIACAOPARA A INOVACAO E DESENVOLVIMENTOEM CIENCIA E TECNOLOGIA",23,3,,"999578502",,,,false,,0,,0,,"IPN",,,"RUA PEDRO NUNES",,923450,0,0,0.00388981
136,,,"HES",0,4958.07,0,,"COIMBRA",0,"PT",0,0,,false,,0,false,0,0,"UNIVERSIDADE DE COIMBRA",218,25,,"997826391",,,,false,,0,,0,,"UC",,,"PACO DAS ESCOLAS",,9.02028e+06,0,0,-0.00840559
164,,,"HES",0,3199.45,0,,"GRONINGEN",0,"NL",0,0,,false,,0,false,0,0,"ACADEMISCH ZIEKENHUIS GRONINGEN",318,33,,"999914801",,,,false,,0,,0,,"UMCG",,,"HANZEPLEIN 1",,1.80878e+07,0,0,-0.000349043
0,,,"PRC",0,0,0,,"HELSINKI",0,"FI",0,0,,false,,0,false,0,0,"DUCTOR OY",0,1,,"936497365",,,,false,,0,,0,,"Ductor Oy",,,"VIIKINKAARI 4",,1.41475e+06,0,0,0
0,,,"PRC",0,0,0,,"VARNA",0,"BG",0,0,,false,,0,false,0,0,"CORES EOOD",0,1,,"997419185",,,,false,,0,,0,,"CORES",,,"YAREBICHNA 3 SUITE 3",,50000,0,0,0
296,,,"HES",0,15600.7,0,,"NIJMEGEN",0,"NL",0,0,,false,,0,false,0,0,"STICHTING KATHOLIEKE UNIVERSITEIT",575,90,,"999992110",,,,false,,0,,0,,"RUNMC",,,"GEERT GROOTEPLEIN NOORD 9",,5.94287e+07,0,0,0.0105189
0,,,"PRC",0,0,0,,"MERSEYSIDE",0,"UK",0,0,,false,,0,false,0,0,"ULTROMEX LTD",0,1,,"952866600",,,,false,,0,,0,,"Ultromex",,,"MERSEY WHARF BUSINESS PARK DOCK ROAD SOUTH WIRRAL",,50000,0,0,0
296,,,"HES",0,122720,0,,"LONDON",0,"UK",0,0,,false,,0,false,0,0,"UNIVERSITY COLLEGE LONDON",1169,240,,"999975620",,,,false,,0,,0,,"UCL",,,"GOWER STREET",,1.60721e+08,0,0,0.019458
66,,,"OTH",0,2.05635,0,,"BRUXELLES",0,"BE",0,0,,false,,0,false,0,0,"EUROCITIES ASBL",75,7,,"999450559",,,,false,,0,,0,,"EUROCITIES",,,"SQUARE DE MEEUS 1",,2.76923e+06,0,0,0.010083
88,,,"PUB",0,1019.36,0,,"LONDON",0,"UK",0,0,,false,,0,false,0,0,"TRANSPORT FOR LONDON*TFL",163,6,,"999430189",,,,false,,0,,0,,"TFL",,,"VICTORIA ST 42-50 WINDSOR HOUSE",,866259,0,0,-0.0144946
64,,,"PRC",0,4263.36,0,,"LONDON",0,"UK",0,0,,false,,0,false,0,0,"VECTOS (SOUTH) LIMITED",121,6,,"952629338",,,,false,,0,,0,,"VECTOS",,,"TOTTENHAM COURT ROAD 97 NETWORK BUILDING",,1.61751e+06,0,0,-0.0101912
34,,,"PUB",0,0,0,,"SEYHAN ADANA",0,"TR",0,0,,false,,0,false,0,0,"ADANA METROPOLITAN MUNICIPALITY",17,1,,"946620285",,,,false,,0,,0,,"AMM",,,"RESATBEY MAHALLESI TURKKUSU CADDESI",,119750,0,0,-0.0246136
64,,,"PRC",0,0,0,,"BUCURESTI",0,"RO",0,0,,false,,0,false,0,0,"EUROPEAN INTEGRATED PROJECT",79,4,,"986593888",,,,false,,0,,0,,"EIP",,,"BULEVARD ION MIHALACHE 327 BL 12 SC B ET 6 AP 59 SECTOR 1",,601926,0,0,-0.0237019
86,,,"HES",0,318.1,0,,"PARIS",0,"FR",0,0,,false,,0,false,0,0,"FONDATION NATIONALE DES SCIENCES POLITIQUES",98,15,,"999957869",,,,false,,0,,0,,"Sciences Po",,,"Rue Saint-Guillaume 27",,5.85988e+06,0,0,-0.00373619
36,,,"PUB",0,0,0,,"BERLIN",0,"DE",0,0,,false,,0,false,0,0,"SENATSVERWALTUNG FUR STADTENTWICKLUNG",29,2,,"996056044",,,,false,,0,,0,,"SenStadtUm",,,"WURTTEMBERGISCHE STRASSE 6",,305025,0,0,-0.0315918
52,,,"PUB",0,0,0,,"BUCURESTI",0,"RO",0,0,,false,,0,false,0,0,"MUNICIPIUL BUCURESTI",43,2,,"952234742",,,,false,,0,,0,,"MUN. BUCURESTI",,,"SPLAIUL INDEPENDENTEI 291 293 SECTOR 6",,230145,0,0,-0.0191032
134,,,"HES",0,8319.83,0,,"WIEN",0,"AT",0,0,,false,,0,false,0,0,"UNIVERSITAET FUER BODENKULTUR WIEN",388,32,,"999987357",,,,false,,0,,0,,"BOKU",,,"GREGOR MENDEL STRASSE 33",,1.30134e+07,0,0,0.00557154
34,,,"REC",0,0,0,,"PARIS",0,"FR",0,0,,false,,0,false,0,0,"INSTITUT D'AMENAGEMENT ET D'URBANISME DE LA REGION D'ILE DE FRANCE",17,1,,"969498414",,,,false,,0,,0,,"IAU",,,"RUE FALGUIERE 15",,241000,0,0,0.00671599
86,,,"PUB",0,3211.74,0,,"VALBY",0,"DK",0,0,,false,,0,false,0,0,"KOBENHAVNS KOMMUNE",184,10,,"974788115",,,,false,,0,,0,,"KOBENHAVNS KOMMUNE",,,"OTTILIAVEJ 1",,4.09709e+06,0,0,0.00751827
34,,,"PUB",0,0,0,,"TALLINN",0,"EE",0,0,,false,,0,false,0,0,"TALLINNA LINN",17,1,,"986128482",,,,false,,0,,0,,"TLN",,,"VABADUSE VALJAK 7",,125000,0,0,-0.023257
34,,,"PUB",0,0,0,,"AMMAN",0,"JO",0,0,,false,,0,false,0,0,"GREATER AMMAN MUNICIPALITY",17,1,,"932424820",,,,false,,0,,0,,"GAM",,,"OMAR MATAR STREET",,129300,0,0,-0.022146
42,,,"PRC",0,0,0,,"KONGENS LYNGBY",0,"DK",0,0,,false,,0,false,0,0,"COWI A/S",36,3,,"998780677",,,,false,,0,,0,,"COWI",,,"PARALLELVEJ 2",,490032,0,0,-0.0457515
54,,,"PUB",0,0,0,,"SKOPJE",0,"MK",0,0,,false,,0,false,0,0,"CITY OF SKOPJE",50,3,,"989434048",,,,false,,0,,0,,"SKOPJE",,,"BOULEVARD ILINDEN 82 SKOPJE CENTER",,204712,0,0,-0.0292333
296,,,"HES",0,32279.1,0,,"DRESDEN",0,"DE",0,0,,false,,0,false,0,0,"TECHNISCHE UNIVERSITAET DRESDEN",741,82,,"999897729",,,,false,,0,,0,,"TUD",,,"HELMHOLTZSTRASSE  10",,4.74275e+07,0,0,-0.000754182
34,,,"PRC",0,0,0,,"ALTRINCHAM",0,"UK",0,0,,false,,0,false,0,0,"INRIX UK LIMITED",17,1,,"936929791",,,,false,,0,,0,,"INRIX",,,"FIFTH FLOOR STATION HOUSE STAMFORD NEW ROAD",,123750,0,0,-0.02358
0,,,"PRC",0,0,0,,"RZESZOW",0,"PL",0,0,,false,,0,false,0,0,"ML SYSTEM SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA",0,1,,"937357464",,,,false,,0,,0,,"ML System Sp. z o.o.",,,"UL WARSZAWSKA 50 D",,50000,0,0,0
0,,,"PRC",0,0,0,,"HULST",0,"NL",0,0,,false,,0,false,0,0,"COLSEN, ADVIESBURO VOOR MILIEUTECHNIEK BV",0,1,,"950123731",,,,false,,0,,0,,"Colsen AvM",,,"KREEKZOOM 5",,50000,0,0,0
4,,,"PRC",0,0,0,,"MULLINGAR, CO. WESTMEATH",0,"IE",0,0,,false,,0,false,0,0,"NVP ENERGY LIMITED",2,2,,"938948361",,,,false,,0,,0,,"NVP Energy",,,"POST BOX 4, BLOCK 4, MARLINSTOWN OFFICE PARK, DUBLIN ROAD",,1.06422e+06,0,0,0.258055
218,,,"HES",0,18146.1,0,,"AMSTERDAM",0,"NL",0,0,,false,,0,false,0,0,"UNIVERSITEIT VAN AMSTERDAM",487,98,,"999985708",,,,false,,0,,0,,"UVA",,,"SPUI 21",,6.90697e+07,0,0,0.00101351
142,,,"HES",0,5274.26,0,,"COVENTRY",0,"UK",0,0,,false,,0,false,0,0,"THE UNIVERSITY OF WARWICK",259,85,,"999976784",,,,false,,0,,0,,"WARWICK",,,"Kirby Corner Road - University House",,5.15652e+07,0,0,0.0191333
26,,,"PRC",0,0,0,,"LIEGE",0,"BE",0,0,,false,,0,false,0,0,"ADVANCED COATINGS & CONSTRUCTION SOLUTIONS SCRL",17,2,,"988446006",,,,false,,0,,0,,"AC&CS",,,"BOULEVARD DE COLONSTER  57",,816113,0,0,-0.0229015
10,,,"PRC",0,0,0,,"BRUCHSAL",0,"DE",0,0,,false,,0,false,0,0,"CYNORA GMBH",5,1,,"952010866",,,,false,,0,,0,,"cynora GmbH",,,"WERNER VON SIEMENS STRASSE 2-6",,450000,0,0,-0.053779
16,,,"PRC",0,0,0,,"Regensburg",0,"DE",0,0,,false,,0,false,0,0,"OSRAM OLED GMBH",9,2,,"935840481",,,,false,,0,,0,,"OSRAM OLED GMBH",,,"Wernerwerkstraße 2",,1.71324e+06,0,0,0.0564481
296,,,"REC",0,468603,0,,"ROMA",0,"IT",0,0,,false,,0,false,0,0,"CONSIGLIO NAZIONALE DELLE RICERCHE",1867,244,,"999979500",,,,false,,0,,0,,"CNR",,,"PIAZZALE ALDO MORO 7",,1.12355e+08,0,0,0.0163659
16,,,"PRC",0,0,0,,"REGENSBURG",0,"DE",0,0,,false,,0,false,0,0,"OSRAM OPTO SEMICONDUCTORS GMBH",9,2,,"999788992",,,,false,,0,,0,,"OS",,,"LEIBNIZSTRASSE 4",,0,0,0,-0.166667
86,,,"REC",0,113.481,0,,"ZAMUDIO",0,"ES",0,0,,false,,0,false,0,0,"FUNDACION GAIKER",101,6,,"999615071",,,,false,,0,,0,,"GAIKER",,,"Parque Tecnologico de Zamudio, Edificio 202",,1.7954e+06,0,0,-0.0192382
22,,,"PRC",0,0,0,,"DRESDEN",0,"DE",0,0,,false,,0,false,0,0,"AIRRAYS GMBH",11,2,,"936541694",,,,false,,0,,0,,"AIR",,,"KRAMERGASSE 4",,962500,0,0,0.0425152
16,,,"PRC",0,0,0,,"CASCAIS",0,"PT",0,0,,false,,0,false,0,0,"LOGOPLASTE INNOVATION LAB LDA",8,1,,"966190423",,,,false,,0,,0,,"ILAB",,,"ESTRADA DA MALVEIRA ED LOGOPLASTE MATO ROMAO",,277269,0,0,-0.0353327
218,,,"HES",0,19347.5,0,,"UPPSALA",0,"SE",0,0,,false,,0,false,0,0,"UPPSALA UNIVERSITET",587,76,,"999985029",,,,false,,0,,0,,"UU",,,"SANKT OLOFSGATAN 10 B",,4.61556e+07,0,0,-0.00916204
22,,,"PRC",0,0,0,,"BORAS",0,"SE",0,0,,false,,0,false,0,0,"FOV FABRICS AB",19,2,,"998671649",,,,false,,0,,0,,"FOV",,,"NORRBY LANGGATA  45",,279372,0,0,-0.0515562
16,,,"PRC",0,0,0,,"OESTERVRAA",0,"DK",0,0,,false,,0,false,0,0,"POLYTEKNIK AS",8,1,,"965616474",,,,false,,0,,0,,"Polyteknik",,,"MOLLEGADE 21",,296875,0,0,-0.0299743
296,,,"REC",0,1.18555e+06,0,,"MUNCHEN",0,"DE",0,0,,false,,0,false,0,0,"FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.",3143,403,,"999984059",,,,false,,0,,0,,"Fraunhofer",,,"HANSASTRASSE 27C",,2.2223e+08,0,0,0.0228752
60,,,"PRC",0,0,0,,"AJANGIZ",0,"ES",0,0,,false,,0,false,0,0,"MAIER SCOOP",83,6,,"998473090",,,,false,,0,,0,,"MAIER",,,"POLIGONO INDUSTRIAL ARABIETA S/N",,2.25393e+06,0,0,-0.00942885
112,,,"REC",0,9210.49,0,,"CAPARICA",0,"PT",0,0,,false,,0,false,0,0,"UNINOVA-INSTITUTO DE DESENVOLVIMENTO DE NOVAS TECNOLOGIAS-ASSOCIACAO",245,22,,"999633889",,,,false,,0,,0,,"UNINOVA",,,"CAMPUS DA CAPARICA QUINTA DA TORRE",,9.97602e+06,0,0,0.0131717
78,,,"PRC",0,166.372,0,,"ESPOO",0,"FI",0,0,,false,,0,false,0,0,"PICOSUN OY",104,7,,"999503812",,,,false,,0,,0,,"PICOSUN OY",,,"TIETOTIE 3",,2.02311e+06,0,0,-0.0244879
80,,,"REC",0,211.388,0,,"SAN SEBASTIAN",0,"ES",0,0,,false,,0,false,0,0,"FUNDACION CIDETEC",134,13,,"999461229",,,,false,,0,,0,,"CIDE",,,"PASEO MIRAMON 196 PARQUE TECNOLOGICO DE MIRAMON",,7.61856e+06,0,0,0.0269356
72,,,"PUB",0,117.117,0,,"BIRMINGHAM",0,"UK",0,0,,false,,0,false,0,0,"BIRMINGHAM CITY COUNCIL",109,9,,"999624480",,,,false,,0,,0,,"BIR",,,"COUNCIL HOUSE, VICTORIA SQUARE",,1.30871e+06,0,0,-0.0247709
44,,,"PRC",0,0,0,,"GLASGOW",0,"UK",0,0,,false,,0,false,0,0,"OPTIMAT LIMITED",30,4,,"992334057",,,,false,,0,,0,,"OPTIMAT",,,"HUNTER STREET 21",,600352,0,0,-0.0219609
16,,,"PRC",0,0,0,,"OXFORD",0,"UK",0,0,,false,,0,false,0,0,"JERA CONSULTING LIMITED",8,1,,"950163307",,,,false,,0,,0,,"JERA Consulting",,,"POPLAR GROVE 200 KENNINGTON",,275062,0,0,0.101323
16,,,"PUB",0,0,0,,"CASTELLON DE LA PLANA",0,"ES",0,0,,false,,0,false,0,0,"AYUNTAMIENTO DE CASTELLON DE LA PLANA",8,1,,"971672184",,,,false,,0,,0,,"MCA",,,"Plaza Mayor 1",,116187,0,0,-0.0213781
16,,,"PUB",0,0,0,,"BUDAPEST",0,"HU",0,0,,false,,0,false,0,0,"BUDAPEST FOVAROS ONKORMANYZATA",8,1,,"959102439",,,,false,,0,,0,,"MUNICIPALITY OF BUDAPEST",,,"VAROSHAZ UTCA 9-11",,104687,0,0,-0.0302597
52,,,"REC",0,0,0,,"Wroclaw",0,"PL",0,0,,false,,0,false,0,0,"Wroclawskie Centrum Badan EIT+ Sp z o.o",36,3,,"998224188",,,,false,,0,,0,,"WRC EIT+",,,"UL. STABLOWICKA 147",,225937,0,0,-0.0420294
96,,,"OTH",0,0,0,,"VALENCIA",0,"ES",0,0,,false,,0,false,0,0,"FUNDACION DE LA COMUNITAT VALENCIANA PARA LA PROMOCION ESTRATEGICA EL DESARROLLO Y LA INNOVACION URBANA",86,4,,"953813514",,,,false,,0,,0,,"INNDEA",,,"CALLE ANTIGA SENDA DE SENENT 8-4-IZQUIERDA",,754461,0,0,-0.0100165
100,,,"OTH",0,24156.3,0,,"Freiburg",0,"DE",0,0,,false,,0,false,0,0,"ICLEI EUROPEAN SECRETARIAT GMBH (ICLEI EUROPASEKRETARIAT GMBH)*",297,22,,"998341364",,,,false,,0,,0,,"ICLEI EURO",,,"Leopoldring 3",,7.86199e+06,0,0,0.00952569
76,,,"PRC",0,0,0,,"STUTTGART",0,"DE",0,0,,false,,0,false,0,0,"STEINBEIS GMBH & CO. KG FUER TECHNOLOGIETRANSFER",67,3,,"999965823",,,,false,,0,,0,,"CAATEU",,,"WILLI-BLEICHER-STRASSE  HAUS DER WIRTSCHAFT 19",,998942,0,0,-0.00540457
96,,,"HES",0,37.9949,0,,"PRAHA 8",0,"CZ",0,0,,false,,0,false,0,0,"FYZIKALNI USTAV AV CR V.V.I",69,11,,"999873867",,,,false,,0,,0,,"IoP-PALS",,,"NA SLOVANCE 2",,2.73031e+06,0,0,-0.0202543
166,,,"REC",0,13845,0,,"SWINDON",0,"UK",0,0,,false,,0,false,0,0,"SCIENCE AND TECHNOLOGY FACILITIES COUNCIL",360,43,,"999980179",,,,false,,0,,0,,"STFC",,,"Polaris House North Star Avenue",,1.9287e+07,0,0,-0.0086586
0,,,"PRC",0,0,0,,"PARIS",0,"FR",0,0,,false,,0,false,0,0,"BLOCKBASE",0,1,,"934431362",,,,false,,0,,0,,"blockbase",,,"130 RUE DE LOURMEL",,50000,0,0,0
140,,,"HES",0,8574.12,0,,"LULEA",0,"SE",0,0,,false,,0,false,0,0,"LULEA TEKNISKA UNIVERSITET",327,26,,"999876874",,,,false,,0,,0,,"LTU",,,"UNIVERSITETSOMRADET PORSON",,1.15764e+07,0,0,0.01745
24,,,"PRC",0,0,0,,"PITEA",0,"SE",0,0,,false,,0,false,0,0,"OPTIMATION AB",17,2,,"951351751",,,,false,,0,,0,,"OPTIMATION",,,"PO BOX 27",,425875,0,0,-0.0466188
140,,,"PRC",0,0,0,,"STUTTGART",0,"DE",0,0,,false,,0,false,0,0,"TWT GMBH SCIENCE & INNOVATION",96,4,,"999771823",,,,false,,0,,0,,"TWT",,,"ERNSTHALDENSTRASSE 17",,1.45734e+06,0,0,0.00461524
296,,,"HES",0,63557.5,0,,"AACHEN",0,"DE",0,0,,false,,0,false,0,0,"RHEINISCH-WESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN",845,91,,"999983962",,,,false,,0,,0,,"RWTH AACHEN",,,"TEMPLERGRABEN 55",,5.32064e+07,0,0,-0.00272755
14,,,"PRC",0,0,0,,"Palma de Mallorca",0,"ES",0,0,,false,,0,false,0,0,"SAMPOL INGENIERIA Y OBRAS S.A.",7,1,,"968850357",,,,false,,0,,0,,"SAMPOL",,,"Calle Gremio Boneteros  48",,177500,0,0,-0.0404814
14,,,"PRC",0,0,0,,"Bengaluru",0,"IN",0,0,,false,,0,false,0,0,"IBM India Private Limited",7,1,,"996465190",,,,false,,0,,0,,"IBM India",,,"Subramanya Arcade, 12 Bannerghatta Road",,321005,0,0,0.0278501
14,,,"PRC",0,0,0,,"LULEA",0,"SE",0,0,,false,,0,false,0,0,"LULEA ENERGI AB",7,1,,"991439911",,,,false,,0,,0,,"LULEA ENERGI AB",,,"Skeppsbrogatan  32",,148750,0,0,-0.0541711
218,,,"HES",0,11270.3,0,,"ATHENS",0,"EL",0,0,,false,,0,false,0,0,"ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS - RESEARCH CENTER",275,16,,"999896856",,,,false,,0,,0,,"AUEB-RC",,,"KEFALLINIAS STREET 46",,4.91391e+06,0,0,-0.00762957
0,,,"PRC",0,0,0,,"SHREWSBURY",0,"UK",0,0,,false,,0,false,0,0,"THE SEVERN PARTNERSHIP LIMITED",0,1,,"942592457",,,,false,,0,,0,,"The Severn Partnership Limited",,,"LYTHWOOD ROAD 59 THE MALTINGS BAYSTON HILL",,50000,0,0,0
0,,,"PRC",0,0,0,,"ROMAINVILLE",0,"FR",0,0,,false,,0,false,0,0,"REGULAXIS",0,1,,"934334265",,,,false,,0,,0,,"Regulaxis",,,"102 AVENUE GASTON ROUSSEL",,50000,0,0,0
0,,,"PRC",0,0,0,,"STOCKHOLM",0,"SE",0,0,,false,,0,false,0,0,"VOLUMENTAL AB",0,1,,"935412614",,,,false,,0,,0,,"Volumental AB",,,"ERIK DAHLBERGSGATAN 29 A",,1.4609e+06,0,0,0
296,,,"HES",0,3251.32,0,,"PARMA",0,"IT",0,0,,false,,0,false,0,0,"CONSORZIO NAZIONALE INTERUNIVERSITARIO PER LE TELECOMUNICAZIONI",306,20,,"999649603",,,,false,,0,,0,,"CNIT",,,"VIALE G. P. USBERTI 181A",,9.81366e+06,0,0,0.0106866
